,road_damage_synthetic_data,,,,,,,,,,,,,,,
,9244,crack,2.22,0,6.09,urban,medium,dry,patching,bitumen,797,1677,834,3308,4,Sadbhav Engineering
,9245,pothole,3.82,10,0.0,rural,very_high,rainy,patching,bitumen,3229,8877,3290,15396,10,Larsen & Toubro
,9246,crack,0.58,0,8.81,highway,medium,dry,resurfacing,asphalt,1434,5158,1169,7761,2,GR Infraprojects
,9247,crack,0.3,0,2.59,highway,medium,dry,full_depth_repair,concrete,421,1746,416,2583,3,IRB Infrastructure
,9248,crack,3.79,0,0.32,highway,medium,rainy,resurfacing,asphalt,226,789,461,1476,6,KNR Constructions
,9249,pothole,2.18,13,0.0,rural,very_high,rainy,resurfacing,bitumen,1728,5109,1728,8565,7,Punj Lloyd
,9250,crack,4.98,0,1.64,highway,medium,humid,cold_mix,gravel,409,1133,705,2247,5,Punj Lloyd
,9251,pothole,0.58,2,0.0,urban,low,dry,full_depth_repair,concrete,753,2263,478,3494,3,GMR Infra
,9252,crack,4.29,0,9.78,urban,medium,dry,full_depth_repair,bitumen,1112,3735,1347,6194,6,Punj Lloyd
,9253,pothole,2.45,10,0.0,urban,high,humid,cold_mix,asphalt,2370,7603,1304,11277,4,Ramky Infra
,9254,pothole,4.15,10,0.0,highway,low,rainy,patching,bitumen,4572,9791,4653,19016,6,JMC Projects
,9255,pothole,4.1,10,0.0,urban,low,rainy,resurfacing,concrete,2872,9852,2004,14728,9,Ramky Infra
,9256,crack,4.59,0,1.89,highway,medium,rainy,resurfacing,asphalt,597,1764,300,2661,6,Megha Engineering
,9257,crack,1.56,0,7.48,urban,low,dry,resurfacing,asphalt,1175,3839,606,5620,4,Dilip Buildcon
,9258,pothole,4.75,3,0.0,urban,medium,humid,resurfacing,bitumen,3655,8207,4442,16304,9,Afcons Infra
,9259,crack,0.84,0,3.03,rural,medium,rainy,full_depth_repair,asphalt,819,2333,1002,4154,5,GMR Infra
,9260,pothole,0.5,1,0.0,rural,medium,rainy,cold_mix,concrete,617,1535,827,2979,3,IRB Infrastructure
,9261,pothole,2.21,12,0.0,urban,medium,rainy,patching,bitumen,652,2631,597,3880,5,Ashoka Buildcon
,9262,crack,4.16,0,5.57,rural,low,rainy,cold_mix,bitumen,891,3167,542,4600,6,Simplex Infra
,9263,crack,2.42,0,8.74,urban,medium,rainy,cold_mix,concrete,1610,5793,1430,8833,6,Megha Engineering
,9264,crack,4.16,0,5.16,rural,medium,dry,resurfacing,asphalt,933,2508,1046,4487,5,Dilip Buildcon
,9265,pothole,3.68,18,0.0,urban,high,rainy,resurfacing,concrete,4345,10000,3606,17951,6,Shapoorji Pallonji
,9266,pothole,1.13,16,0.0,rural,high,rainy,resurfacing,asphalt,1712,4007,1372,7091,6,GR Infraprojects
,9267,crack,4.75,0,2.53,urban,high,dry,cold_mix,asphalt,670,1760,863,3293,8,GMR Infra
,9268,pothole,0.4,17,0.0,rural,high,humid,patching,bitumen,598,2038,1046,3682,3,Larsen & Toubro
,9269,crack,4.5,0,5.48,urban,low,humid,patching,bitumen,890,2186,840,3916,5,Gammon India
,9270,pothole,1.59,4,0.0,rural,medium,dry,patching,asphalt,1791,4508,932,7231,2,KNR Constructions
,9271,crack,2.55,0,1.96,urban,high,rainy,full_depth_repair,concrete,516,1860,1029,3405,8,Ramky Infra
,9272,crack,2.17,0,7.49,highway,high,dry,full_depth_repair,bitumen,1305,4333,1280,6918,5,Simplex Infra
,9273,pothole,0.94,10,0.0,rural,low,dry,resurfacing,gravel,473,1320,415,2208,2,Tata Projects
,9274,crack,1.85,0,5.45,highway,medium,rainy,patching,gravel,1347,3177,1104,5628,5,Gayatri Projects
,9275,crack,1.05,0,2.57,highway,high,dry,full_depth_repair,asphalt,518,2160,458,3136,5,Gammon India
,9276,pothole,1.1,17,0.0,highway,medium,dry,cold_mix,gravel,2107,6203,2030,10340,1,KNR Constructions
,9277,crack,1.02,0,9.73,highway,medium,rainy,cold_mix,asphalt,1273,5298,1081,7652,4,Sadbhav Engineering
,9278,pothole,2.5,16,0.0,rural,medium,rainy,resurfacing,asphalt,1537,4694,2267,8498,7,Dilip Buildcon
,9279,crack,4.01,0,2.48,rural,low,rainy,cold_mix,asphalt,602,1466,758,2826,5,GMR Infra
,9280,pothole,2.89,3,0.0,rural,high,dry,full_depth_repair,concrete,1523,6428,1650,9601,7,NCC Limited
,9281,crack,4.48,0,1.79,urban,high,rainy,patching,gravel,415,1311,621,2347,6,Shapoorji Pallonji
,9282,crack,3.22,0,5.65,urban,high,dry,full_depth_repair,concrete,1117,3942,1607,6666,8,GR Infraprojects
,9283,crack,3.48,0,5.91,rural,low,humid,full_depth_repair,bitumen,537,1879,642,3058,6,Ashoka Buildcon
,9284,crack,3.37,0,6.66,highway,high,rainy,resurfacing,asphalt,1316,4147,1009,6472,7,Megha Engineering
,9285,pothole,2.3,9,0.0,rural,low,rainy,patching,asphalt,1823,5394,1780,8997,6,GMR Infra
,9286,pothole,3.48,3,0.0,urban,very_high,humid,cold_mix,asphalt,4872,10000,2560,17432,8,Megha Engineering
,9287,pothole,0.44,12,0.0,rural,medium,dry,patching,asphalt,884,1910,855,3649,1,GR Infraprojects
,9288,pothole,4.31,20,0.0,highway,high,dry,cold_mix,bitumen,3903,10000,2361,16264,7,IRB Infrastructure
,9289,pothole,3.91,17,0.0,urban,high,dry,resurfacing,concrete,3223,10000,2830,16053,6,JMC Projects
,9290,pothole,1.3,5,0.0,rural,very_high,rainy,patching,gravel,806,2620,630,4056,6,GMR Infra
,9291,pothole,3.86,8,0.0,highway,very_high,dry,full_depth_repair,bitumen,3394,10000,2169,15563,8,GR Infraprojects
,9292,crack,0.16,0,0.3,urban,medium,dry,patching,asphalt,239,548,300,1087,1,Shapoorji Pallonji
,9293,crack,1.16,0,7.72,highway,medium,dry,resurfacing,asphalt,1506,4651,1609,7766,2,Megha Engineering
,9294,crack,0.42,0,5.53,highway,medium,rainy,patching,concrete,1173,2852,1595,5620,3,IRB Infrastructure
,9295,crack,3.92,0,7.02,urban,low,rainy,cold_mix,concrete,1214,3800,2027,7041,6,GMR Infra
,9296,pothole,3.8,16,0.0,urban,very_high,rainy,patching,concrete,4987,10000,1983,16970,9,Sadbhav Engineering
,9297,pothole,4.09,10,0.0,urban,medium,dry,patching,gravel,2444,6560,2155,11159,6,Ashoka Buildcon
,9298,pothole,0.12,14,0.0,urban,low,rainy,resurfacing,asphalt,340,1398,300,2038,4,Dilip Buildcon
,9299,crack,2.56,0,6.12,highway,low,dry,patching,asphalt,1491,3198,1665,6354,3,Ashoka Buildcon
,9300,pothole,3.55,2,0.0,urban,medium,rainy,patching,bitumen,3845,10000,3208,17053,6,Ashoka Buildcon
,9301,crack,0.86,0,3.28,highway,high,rainy,full_depth_repair,gravel,1329,3519,503,5351,6,Sadbhav Engineering
,9302,pothole,3.28,3,0.0,urban,high,dry,patching,asphalt,4416,10000,5415,19831,5,GMR Infra
,9303,pothole,0.51,4,0.0,highway,medium,dry,patching,asphalt,460,1418,766,2644,1,Gammon India
,9304,pothole,0.99,11,0.0,urban,medium,rainy,resurfacing,asphalt,418,1393,300,2111,5,Sadbhav Engineering
,9305,pothole,2.43,13,0.0,rural,very_high,dry,cold_mix,bitumen,1243,3787,477,5507,5,GMR Infra
,9306,crack,3.3,0,4.32,urban,low,dry,patching,asphalt,800,3379,946,5125,4,Afcons Infra
,9307,crack,0.81,0,9.88,urban,very_high,humid,full_depth_repair,bitumen,1527,4105,690,6322,6,Afcons Infra
,9308,pothole,1.01,1,0.0,urban,very_high,dry,resurfacing,concrete,2286,5741,3180,11207,4,Gayatri Projects
,9309,crack,1.1,0,8.79,urban,high,rainy,cold_mix,bitumen,1073,3619,1368,6060,4,JMC Projects
,9310,pothole,1.27,3,0.0,urban,very_high,dry,resurfacing,bitumen,2096,7010,1133,10239,5,Sadbhav Engineering
,9311,pothole,1.21,17,0.0,rural,low,humid,cold_mix,bitumen,1527,4440,528,6495,2,Ashoka Buildcon
,9312,pothole,2.04,3,0.0,urban,very_high,dry,patching,concrete,2629,7096,1059,10784,5,GMR Infra
,9313,pothole,3.3,1,0.0,highway,medium,dry,cold_mix,bitumen,3179,10000,4192,17371,3,Punj Lloyd
,9314,crack,2.25,0,4.86,rural,medium,rainy,cold_mix,bitumen,969,2611,984,4564,5,KNR Constructions
,9315,pothole,3.9,6,0.0,highway,medium,dry,patching,asphalt,4026,10000,4280,18306,3,IRB Infrastructure
,9316,pothole,3.62,7,0.0,highway,medium,rainy,full_depth_repair,bitumen,4322,10000,6126,20448,9,GR Infraprojects
,9317,crack,0.72,0,2.18,highway,medium,rainy,full_depth_repair,concrete,919,2680,548,4147,5,GMR Infra
,9318,pothole,0.34,8,0.0,rural,high,dry,patching,concrete,578,2351,446,3375,2,Simplex Infra
,9319,crack,4.4,0,5.53,urban,high,rainy,resurfacing,concrete,1261,3859,668,5788,10,GMR Infra
,9320,pothole,0.49,6,0.0,rural,very_high,humid,resurfacing,bitumen,675,1855,1067,3597,5,JMC Projects
,9321,pothole,0.83,11,0.0,rural,medium,dry,cold_mix,bitumen,547,1769,458,2774,1,Megha Engineering
,9322,pothole,0.21,1,0.0,urban,medium,dry,resurfacing,bitumen,502,1707,1005,3214,2,Gayatri Projects
,9323,pothole,3.18,8,0.0,rural,very_high,rainy,resurfacing,bitumen,3186,9327,5459,17972,7,Punj Lloyd
,9324,pothole,2.95,2,0.0,urban,very_high,humid,patching,asphalt,1676,6180,2706,10562,8,IRB Infrastructure
,9325,pothole,4.94,8,0.0,urban,high,rainy,patching,bitumen,3024,10000,5518,18542,9,Shapoorji Pallonji
,9326,crack,4.45,0,3.0,highway,high,humid,cold_mix,asphalt,1497,4328,689,6514,8,KNR Constructions
,9327,pothole,2.11,4,0.0,urban,medium,humid,resurfacing,bitumen,772,2661,1511,4944,4,Megha Engineering
,9328,crack,1.92,0,4.95,urban,medium,dry,cold_mix,bitumen,963,2249,1077,4289,3,Simplex Infra
,9329,crack,1.55,0,5.48,urban,high,humid,patching,bitumen,940,2483,820,4243,5,Ashoka Buildcon
,9330,pothole,0.85,10,0.0,urban,high,dry,resurfacing,concrete,691,2204,300,3195,3,Simplex Infra
,9331,crack,0.78,0,6.93,urban,medium,rainy,cold_mix,asphalt,1003,3011,1650,5664,3,GMR Infra
,9332,pothole,0.75,20,0.0,urban,low,humid,cold_mix,asphalt,940,2705,490,4135,2,KNR Constructions
,9333,crack,0.66,0,1.99,urban,medium,rainy,full_depth_repair,asphalt,590,2042,1058,3690,5,GMR Infra
,9334,pothole,1.28,3,0.0,urban,high,rainy,full_depth_repair,bitumen,959,3934,1184,6077,7,GMR Infra
,9335,crack,1.6,0,8.25,urban,medium,humid,resurfacing,concrete,1446,4028,1934,7408,5,Simplex Infra
,9336,crack,4.81,0,8.57,rural,high,dry,resurfacing,bitumen,1398,3431,859,5688,6,Simplex Infra
,9337,pothole,2.93,12,0.0,urban,medium,dry,patching,asphalt,1761,4531,1107,7399,3,Simplex Infra
,9338,crack,4.94,0,5.62,highway,medium,rainy,patching,bitumen,714,2793,1063,4570,8,Gayatri Projects
,9339,pothole,1.93,4,0.0,rural,low,dry,patching,concrete,1467,4612,1772,7851,2,IRB Infrastructure
,9340,pothole,2.34,2,0.0,rural,very_high,rainy,full_depth_repair,bitumen,1549,4556,2453,8558,8,Sadbhav Engineering
,9341,pothole,1.69,2,0.0,rural,medium,dry,cold_mix,gravel,1887,5007,766,7660,2,JMC Projects
,9342,pothole,1.0,17,0.0,urban,medium,rainy,patching,asphalt,1165,3541,1093,5799,3,HCC
,9343,pothole,0.8,2,0.0,highway,medium,rainy,full_depth_repair,concrete,538,1653,509,2700,5,GMR Infra
,9344,crack,4.73,0,9.7,urban,medium,dry,patching,asphalt,1191,3634,1803,6628,4,Simplex Infra
,9345,crack,4.94,0,9.56,urban,low,dry,full_depth_repair,concrete,1130,3615,818,5563,8,IRB Infrastructure
,9346,crack,0.32,0,4.18,urban,medium,dry,full_depth_repair,asphalt,1015,3611,536,5162,3,Afcons Infra
,9347,pothole,0.84,13,0.0,highway,medium,rainy,resurfacing,bitumen,440,1555,304,2299,4,Shapoorji Pallonji
,9348,crack,2.18,0,5.48,highway,medium,dry,cold_mix,bitumen,1240,2670,1298,5208,3,HCC
,9349,crack,1.01,0,5.17,highway,low,dry,full_depth_repair,asphalt,732,2225,1196,4153,4,Ramky Infra
,9350,crack,1.88,0,0.64,rural,high,dry,cold_mix,bitumen,206,500,300,1006,3,Gayatri Projects
,9351,crack,0.73,0,5.78,highway,medium,rainy,patching,bitumen,1231,4041,901,6173,3,Tata Projects
,9352,crack,2.34,0,9.02,urban,very_high,dry,resurfacing,asphalt,1449,4215,1862,7526,6,KNR Constructions
,9353,pothole,1.43,12,0.0,rural,medium,rainy,resurfacing,asphalt,1490,4370,1807,7667,6,Gammon India
,9354,pothole,1.82,11,0.0,highway,high,dry,cold_mix,asphalt,1924,6152,3669,11745,2,GR Infraprojects
,9355,crack,0.56,0,6.52,highway,medium,rainy,resurfacing,bitumen,1075,2511,1319,4905,4,Gayatri Projects
,9356,pothole,2.2,1,0.0,urban,medium,humid,resurfacing,concrete,2453,5751,3135,11339,5,Afcons Infra
,9357,pothole,4.92,16,0.0,highway,medium,dry,patching,bitumen,2919,8149,5010,16078,3,Afcons Infra
,9358,crack,1.71,0,4.03,urban,medium,dry,patching,asphalt,1147,3105,816,5068,2,Afcons Infra
,9359,crack,4.39,0,0.81,urban,high,dry,resurfacing,concrete,212,801,355,1368,8,Sadbhav Engineering
,9360,pothole,4.23,6,0.0,highway,high,dry,resurfacing,concrete,5000,10000,4770,19770,9,KNR Constructions
,9361,crack,4.77,0,5.84,urban,high,rainy,cold_mix,bitumen,979,2868,1775,5622,7,JMC Projects
,9362,pothole,3.97,6,0.0,urban,medium,dry,patching,bitumen,2694,7824,4744,15262,6,KNR Constructions
,9363,pothole,3.33,10,0.0,rural,medium,rainy,resurfacing,concrete,3308,10000,6442,19750,8,Dilip Buildcon
,9364,crack,4.3,0,5.65,rural,very_high,dry,resurfacing,concrete,1118,2988,1766,5872,7,Ramky Infra
,9365,pothole,0.47,2,0.0,urban,high,rainy,patching,asphalt,375,1342,765,2482,4,GR Infraprojects
,9366,pothole,2.37,3,0.0,urban,medium,dry,patching,bitumen,1304,3933,1443,6680,3,Shapoorji Pallonji
,9367,pothole,4.95,6,0.0,highway,very_high,rainy,patching,bitumen,3715,10000,3365,17080,12,GMR Infra
,9368,crack,3.87,0,1.91,urban,very_high,rainy,full_depth_repair,concrete,1044,3320,844,5208,11,Dilip Buildcon
,9369,crack,4.81,0,4.93,rural,low,rainy,full_depth_repair,bitumen,507,1597,762,2866,8,IRB Infrastructure
,9370,crack,3.92,0,3.51,highway,low,dry,cold_mix,gravel,730,2398,799,3927,6,Megha Engineering
,9371,crack,4.39,0,2.12,rural,low,humid,full_depth_repair,asphalt,403,888,386,1677,8,KNR Constructions
,9372,pothole,3.56,1,0.0,urban,high,rainy,full_depth_repair,bitumen,4025,10000,3921,17946,8,Shapoorji Pallonji
,9373,crack,3.83,0,9.97,urban,high,dry,full_depth_repair,bitumen,1317,4070,1822,7209,6,Larsen & Toubro
,9374,crack,2.66,0,7.3,rural,high,rainy,full_depth_repair,bitumen,1525,3386,1777,6688,8,Ramky Infra
,9375,crack,4.63,0,0.25,highway,high,rainy,resurfacing,bitumen,227,670,334,1231,9,Simplex Infra
,9376,crack,4.14,0,2.34,rural,medium,dry,resurfacing,bitumen,222,765,488,1475,6,Megha Engineering
,9377,pothole,4.24,4,0.0,urban,low,rainy,resurfacing,concrete,3593,10000,6020,19613,9,Gammon India
,9378,pothole,3.4,5,0.0,urban,very_high,dry,full_depth_repair,gravel,2165,6288,2586,11039,10,HCC
,9379,pothole,1.59,17,0.0,urban,very_high,rainy,full_depth_repair,asphalt,2162,6471,1873,10506,8,Megha Engineering
,9380,crack,0.27,0,2.81,highway,medium,rainy,cold_mix,concrete,1007,3152,617,4776,3,JMC Projects
,9381,crack,4.68,0,3.96,rural,low,dry,cold_mix,bitumen,750,2211,554,3515,7,Shapoorji Pallonji
,9382,pothole,2.97,2,0.0,urban,medium,rainy,cold_mix,bitumen,1480,4574,552,6606,4,Tata Projects
,9383,crack,1.56,0,6.16,highway,low,dry,full_depth_repair,asphalt,1222,3233,1588,6043,4,HCC
,9384,crack,0.83,0,0.32,rural,low,dry,resurfacing,concrete,279,707,323,1309,2,NCC Limited
,9385,pothole,4.16,1,0.0,highway,medium,dry,full_depth_repair,concrete,3608,10000,4454,18062,7,Afcons Infra
,9386,pothole,4.2,7,0.0,rural,medium,humid,full_depth_repair,asphalt,2137,6925,3391,12453,9,GR Infraprojects
,9387,crack,4.09,0,1.92,rural,high,dry,patching,asphalt,392,1403,300,2095,6,IRB Infrastructure
,9388,crack,3.26,0,7.14,rural,very_high,dry,full_depth_repair,bitumen,1137,3287,1207,5631,9,KNR Constructions
,9389,crack,1.89,0,1.64,highway,very_high,dry,cold_mix,concrete,692,1995,1070,3757,5,Sadbhav Engineering
,9390,pothole,1.59,9,0.0,highway,high,dry,patching,asphalt,1673,6139,2816,10628,3,JMC Projects
,9391,pothole,0.14,17,0.0,highway,high,rainy,patching,bitumen,853,3364,919,5136,4,JMC Projects
,9392,pothole,4.18,10,0.0,urban,medium,humid,full_depth_repair,bitumen,2731,9160,3061,14952,9,Dilip Buildcon
,9393,pothole,0.53,6,0.0,rural,low,dry,full_depth_repair,bitumen,427,974,399,1800,3,Ashoka Buildcon
,9394,crack,3.19,0,5.89,urban,high,rainy,cold_mix,asphalt,1100,3757,895,5752,8,Tata Projects
,9395,pothole,2.57,20,0.0,highway,medium,dry,cold_mix,bitumen,2203,6751,918,9872,3,Simplex Infra
,9396,pothole,2.68,15,0.0,urban,low,rainy,full_depth_repair,bitumen,1273,3516,1806,6595,7,Tata Projects
,9397,crack,4.64,0,6.53,urban,medium,humid,cold_mix,bitumen,802,2334,789,3925,4,NCC Limited
,9398,crack,0.25,0,9.92,urban,low,dry,cold_mix,bitumen,1312,3883,432,5627,1,NCC Limited
,9399,crack,3.89,0,6.5,urban,high,dry,full_depth_repair,concrete,1449,3053,1394,5896,8,GMR Infra
,9400,pothole,0.36,3,0.0,urban,very_high,humid,cold_mix,gravel,582,2465,721,3768,4,Ramky Infra
,9401,crack,0.29,0,0.87,urban,low,humid,patching,gravel,200,500,300,1000,2,GR Infraprojects
,9402,crack,2.21,0,1.3,urban,low,dry,patching,bitumen,551,1227,670,2448,2,Sadbhav Engineering
,9403,pothole,0.41,16,0.0,urban,low,rainy,cold_mix,asphalt,999,2856,954,4809,3,Punj Lloyd
,9404,pothole,3.97,17,0.0,highway,very_high,humid,patching,bitumen,3709,9980,4918,18607,6,KNR Constructions
,9405,crack,2.69,0,2.46,urban,low,rainy,resurfacing,gravel,415,1461,534,2410,6,Gammon India
,9406,pothole,0.24,19,0.0,highway,medium,humid,cold_mix,gravel,984,2795,1197,4976,2,Ramky Infra
,9407,crack,0.3,0,9.69,highway,low,dry,patching,gravel,1314,2876,1480,5670,1,Sadbhav Engineering
,9408,crack,3.1,0,9.36,urban,medium,dry,resurfacing,bitumen,1152,2910,1665,5727,6,Punj Lloyd
,9409,pothole,4.05,10,0.0,urban,high,dry,resurfacing,bitumen,2371,5992,3384,11747,7,Gayatri Projects
,9410,crack,2.25,0,8.39,urban,medium,dry,cold_mix,asphalt,1407,3242,1001,5650,3,Larsen & Toubro
,9411,pothole,2.82,10,0.0,rural,high,rainy,full_depth_repair,bitumen,2489,7300,1369,11158,8,Sadbhav Engineering
,9412,pothole,4.02,7,0.0,rural,high,dry,resurfacing,concrete,2777,10000,3838,16615,6,NCC Limited
,9413,pothole,3.09,4,0.0,urban,medium,dry,cold_mix,asphalt,3034,8976,1803,13813,4,Shapoorji Pallonji
,9414,crack,1.2,0,4.08,urban,high,humid,full_depth_repair,bitumen,713,2550,418,3681,5,Larsen & Toubro
,9415,pothole,3.1,19,0.0,rural,high,rainy,resurfacing,concrete,2435,9972,3036,15443,8,Tata Projects
,9416,pothole,3.18,5,0.0,urban,high,rainy,resurfacing,asphalt,3495,8895,4009,16399,8,Ashoka Buildcon
,9417,crack,3.7,0,4.96,highway,high,dry,resurfacing,concrete,1641,4827,2059,8527,5,Punj Lloyd
,9418,crack,3.14,0,1.76,urban,high,dry,cold_mix,bitumen,528,1559,419,2506,5,Afcons Infra
,9419,crack,4.85,0,4.58,urban,low,dry,cold_mix,asphalt,687,2294,382,3363,4,Megha Engineering
,9420,crack,1.07,0,5.16,urban,very_high,rainy,full_depth_repair,concrete,1817,4223,1375,7415,7,Simplex Infra
,9421,pothole,4.76,10,0.0,rural,medium,dry,resurfacing,bitumen,2792,7022,1731,11545,7,NCC Limited
,9422,pothole,2.74,13,0.0,urban,medium,dry,patching,bitumen,2205,4520,2107,8832,4,Ramky Infra
,9423,pothole,3.39,1,0.0,urban,medium,dry,full_depth_repair,asphalt,2504,7848,1396,11748,8,Larsen & Toubro
,9424,crack,0.59,0,5.22,urban,low,dry,patching,asphalt,1025,2166,1115,4306,1,Punj Lloyd
,9425,crack,1.96,0,2.38,urban,medium,dry,resurfacing,bitumen,391,1349,742,2482,3,Gayatri Projects
,9426,pothole,3.87,19,0.0,rural,low,rainy,cold_mix,bitumen,2762,8081,1193,12036,8,Punj Lloyd
,9427,crack,3.56,0,7.99,urban,very_high,dry,patching,bitumen,1337,4140,1113,6590,6,GR Infraprojects
,9428,crack,0.3,0,3.26,highway,high,dry,cold_mix,bitumen,801,2968,673,4442,2,Tata Projects
,9429,pothole,2.78,18,0.0,urban,medium,dry,resurfacing,bitumen,1436,5336,2303,9075,4,KNR Constructions
,9430,pothole,0.53,10,0.0,rural,medium,rainy,full_depth_repair,gravel,653,1869,300,2822,5,GR Infraprojects
,9431,crack,4.98,0,9.73,rural,low,dry,patching,bitumen,1096,3195,364,4655,5,GMR Infra
,9432,crack,4.5,0,7.46,rural,high,humid,cold_mix,concrete,1702,5338,769,7809,8,JMC Projects
,9433,crack,0.2,0,0.77,rural,medium,dry,patching,asphalt,200,500,300,1000,1,Punj Lloyd
,9434,pothole,4.31,18,0.0,urban,medium,dry,resurfacing,asphalt,4450,9410,4732,18592,7,HCC
,9435,pothole,4.61,3,0.0,highway,very_high,humid,full_depth_repair,asphalt,5000,10000,5576,20576,11,IRB Infrastructure
,9436,pothole,1.83,3,0.0,rural,high,dry,resurfacing,concrete,2455,6322,1950,10727,4,Shapoorji Pallonji
,9437,pothole,3.63,4,0.0,urban,low,dry,cold_mix,concrete,3883,8819,3899,16601,3,Larsen & Toubro
,9438,pothole,2.27,7,0.0,urban,high,dry,resurfacing,bitumen,1964,5458,2460,9882,6,Gayatri Projects
,9439,crack,3.31,0,9.59,urban,high,dry,full_depth_repair,bitumen,1043,4356,1357,6756,8,Shapoorji Pallonji
,9440,crack,1.77,0,4.95,rural,medium,rainy,resurfacing,asphalt,1135,4214,845,6194,4,GR Infraprojects
,9441,crack,1.68,0,5.66,urban,low,dry,cold_mix,bitumen,552,2098,1021,3671,3,Ramky Infra
,9442,pothole,2.18,10,0.0,highway,medium,dry,resurfacing,bitumen,1079,4206,823,6108,3,Punj Lloyd
,9443,pothole,0.81,15,0.0,urban,high,dry,patching,asphalt,280,1051,312,1643,2,GMR Infra
,9444,pothole,4.17,1,0.0,rural,low,rainy,patching,bitumen,2259,7716,2802,12777,8,Larsen & Toubro
,9445,crack,1.81,0,0.58,highway,low,dry,patching,bitumen,273,849,300,1422,2,Gammon India
,9446,pothole,2.06,10,0.0,highway,high,dry,patching,bitumen,2133,5923,2881,10937,4,Gayatri Projects
,9447,pothole,4.48,7,0.0,urban,medium,rainy,full_depth_repair,bitumen,3229,10000,4142,17371,11,Afcons Infra
,9448,crack,2.53,0,8.42,highway,very_high,rainy,cold_mix,bitumen,2174,5805,1274,9253,8,IRB Infrastructure
,9449,pothole,2.77,7,0.0,highway,high,dry,patching,asphalt,2347,5399,3044,10790,3,Shapoorji Pallonji
,9450,crack,4.79,0,0.61,highway,very_high,humid,patching,bitumen,463,1172,316,1951,9,Sadbhav Engineering
,9451,pothole,4.44,3,0.0,highway,medium,dry,patching,bitumen,3620,10000,2930,16550,4,GR Infraprojects
,9452,pothole,0.93,5,0.0,highway,high,rainy,patching,concrete,1334,3459,1463,6256,4,Dilip Buildcon
,9453,crack,2.42,0,7.05,rural,low,rainy,cold_mix,bitumen,1318,3663,819,5800,5,Afcons Infra
,9454,crack,4.86,0,7.41,highway,medium,dry,resurfacing,asphalt,1257,3848,1982,7087,7,HCC
,9455,crack,1.92,0,6.61,rural,high,rainy,patching,asphalt,1268,3370,1455,6093,6,GR Infraprojects
,9456,crack,1.92,0,9.97,rural,high,rainy,resurfacing,asphalt,1454,4966,1076,7496,6,Ramky Infra
,9457,crack,1.06,0,8.7,rural,medium,rainy,cold_mix,bitumen,934,3118,776,4828,4,GMR Infra
,9458,crack,0.66,0,4.23,highway,medium,rainy,resurfacing,asphalt,1593,4924,1957,8474,4,Megha Engineering
,9459,pothole,3.73,11,0.0,urban,medium,dry,resurfacing,gravel,1909,7294,3457,12660,4,Simplex Infra
,9460,pothole,3.87,12,0.0,highway,low,dry,full_depth_repair,bitumen,2412,8564,3024,14000,7,JMC Projects
,9461,crack,4.85,0,6.01,urban,high,dry,resurfacing,bitumen,917,2470,314,3701,10,Sadbhav Engineering
